12.5	1.7	1	car
21.15	1.7	1	car
28.1	1.7	1	car
38.5	1.7	1	car
54.6	1.7	1	car
59.05	1.7	1	car
63.5	1.7	1	car
95.45	1.7	1	car
103.65	1.7	1	car
109.35	1.7	1	car
131.35	1.7	1	car
141	1.7	1	car
155.4	1.7	1	car
167.05	1.7	1	car
187.85	1.7	1	car
299.65	1.7	1	car
305.1	1.7	1	car
329.65	1.7	1	car
340.8	1.7	1	car
363.3	1.7	1	car
